เดือน,ยี่ห้อ,แบบรถ,รุ่นย่อย,ประเภท,จำนวน
2023-03,Volvo,XC90,,RY1,32
2023-04,Volvo,XC90,,RY1,32
2023-05,Volvo,XC90,,RY1,41
2023-06,Volvo,XC90,T8 Recharge Ultimate,RY1,27
2023-07,Volvo,XC90,T8 Recharge Ultimate,RY1,37
2023-08,Volvo,XC90,T8 Recharge Ultimate,RY1,26
2023-09,Volvo,XC90,,RY1,44
2023-10,Volvo,XC90,T8 Recharge Ultimate,RY1,36
2023-11,Volvo,XC90,,RY1,46
2023-12,Volvo,XC90,,RY1,38
2024-01,Volvo,XC90,,RY1,35
2024-02,Volvo,XC90,T8 Recharge Ultimate,RY1,49
2024-03,Volvo,XC90,,RY1,32
2024-04,Volvo,XC90,T8 Recharge Ultimate,RY1,36
2024-05,Volvo,XC90,T8 Recharge Ultimate,RY1,23
2024-06,Volvo,XC90,,RY1,45
2024-07,Volvo,XC90,T8 Recharge Ultimate,RY1,28
2024-08,Volvo,XC90,,RY1,28
2024-09,Volvo,XC90,,RY1,25
2024-10,Volvo,XC90,T8 Recharge Ultimate,RY1,43
2024-11,Volvo,XC90,,RY1,29
2024-12,Volvo,XC90,,RY1,27
2025-01,Volvo,XC90,T8 Recharge Ultimate,RY1,35
2025-02,Volvo,XC90,,RY1,20
2025-03,Volvo,XC90,T8 Recharge Ultimate,RY1,53
2025-04,Volvo,XC90,,RY1,46
2025-05,Volvo,XC90,T8 Recharge Ultimate,RY1,51
2025-06,Volvo,XC90,T8 Recharge Ultimate,RY1,41
2025-07,Volvo,XC90,,RY1,42
2025-08,Volvo,XC90,,RY1,39
2025-09,Volvo,XC90,T8 Recharge Ultimate,RY1,38
2025-10,Volvo,XC90,T8 Recharge Ultimate,RY1,42
2025-11,Volvo,XC90,,RY1,61
2025-12,Volvo,XC90,T8 Recharge Ultimate,RY1,67
2024-05,Volvo,EX30,,RY1,543
2024-06,Volvo,EX30,Ultra Single Motor,RY1,406
2024-07,Volvo,EX30,Ultra Single Motor,RY1,456
2024-08,Volvo,EX30,Ultra Single Motor,RY1,407
2024-09,Volvo,EX30,,RY1,461
2024-10,Volvo,EX30,,RY1,314
2024-11,Volvo,EX30,,RY1,456
2024-12,Volvo,EX30,,RY1,520
2025-01,Volvo,EX30,Ultra Single Motor,RY1,488
2025-02,Volvo,EX30,Ultra Single Motor,RY1,543
2025-03,Volvo,EX30,Ultra Single Motor,RY1,536
2025-04,Volvo,EX30,Ultra Single Motor,RY1,427
2025-05,Volvo,EX30,Ultra Single Motor,RY1,439
2025-06,Volvo,EX30,,RY1,584
2025-07,Volvo,EX30,,RY1,630
2025-08,Volvo,EX30,Ultra Single Motor,RY1,638
2025-09,Volvo,EX30,Ultra Single Motor,RY1,298
2025-10,Volvo,EX30,,RY1,485
2025-11,Volvo,EX30,,RY1,589
2025-12,Volvo,EX30,,RY1,580
2024-07,XPeng,XPeng G6,,RY1,105
2024-08,XPeng,XPeng G6,,RY1,98
2024-09,XPeng,XPeng G6,,RY1,74
2024-10,XPeng,XPeng G6,,RY1,95
2024-11,XPeng,XPeng G6,,RY1,85
2024-12,XPeng,XPeng G6,,RY1,116
2025-01,XPeng,XPeng G6,,RY1,160
2025-02,XPeng,XPeng G6,,RY1,123
2025-03,XPeng,XPeng G6,,RY1,69
2025-04,XPeng,XPeng G6,,RY1,56
2025-05,XPeng,XPeng G6,Long Range,RY1,124
2025-06,XPeng,XPeng G6,Long Range,RY1,88
2025-07,XPeng,XPeng G6,,RY1,157
2025-08,XPeng,XPeng G6,,RY1,110
2025-09,XPeng,XPeng G6,Long Range,RY1,129
2025-10,XPeng,XPeng G6,Long Range,RY1,116
2025-11,XPeng,XPeng G6,,RY1,106
2025-12,XPeng,XPeng G6,,RY1,102
2024-05,Zeekr,Zeekr X,Long Range RWD,RY1,276
2024-06,Zeekr,Zeekr X,,RY1,388
2024-07,Zeekr,Zeekr X,,RY1,351
2024-08,Zeekr,Zeekr X,,RY1,453
2024-09,Zeekr,Zeekr X,,RY1,385
2024-10,Zeekr,Zeekr X,Long Range RWD,RY1,424
2024-11,Zeekr,Zeekr X,,RY1,505
2024-12,Zeekr,Zeekr X,,RY1,336
2025-01,Zeekr,Zeekr X,Long Range RWD,RY1,552
2025-02,Zeekr,Zeekr X,,RY1,657
2025-03,Zeekr,Zeekr X,Long Range RWD,RY1,581
2025-04,Zeekr,Zeekr X,,RY1,353
2025-05,Zeekr,Zeekr X,,RY1,372
2025-06,Zeekr,Zeekr X,,RY1,394
2025-07,Zeekr,Zeekr X,Long Range RWD,RY1,642
2025-08,Zeekr,Zeekr X,,RY1,485
2025-09,Zeekr,Zeekr X,Long Range RWD,RY1,549
2025-10,Zeekr,Zeekr X,Long Range RWD,RY1,295
2025-11,Zeekr,Zeekr X,,RY1,256
2025-12,Zeekr,Zeekr X,,RY1,525
2024-05,Zeekr,Zeekr 009,,RY1,36
2024-06,Zeekr,Zeekr 009,Long Range,RY1,38
2024-07,Zeekr,Zeekr 009,,RY1,53
2024-08,Zeekr,Zeekr 009,,RY1,38
2024-09,Zeekr,Zeekr 009,,RY1,29
2024-10,Zeekr,Zeekr 009,,RY1,37
2024-11,Zeekr,Zeekr 009,Long Range,RY1,27
2024-12,Zeekr,Zeekr 009,,RY1,37
2025-01,Zeekr,Zeekr 009,Long Range,RY1,24
2025-02,Zeekr,Zeekr 009,,RY1,44
2025-03,Zeekr,Zeekr 009,,RY1,35
2025-04,Zeekr,Zeekr 009,,RY1,52
2025-05,Zeekr,Zeekr 009,Long Range,RY1,34
2025-06,Zeekr,Zeekr 009,Long Range,RY1,44
2025-07,Zeekr,Zeekr 009,Long Range,RY1,54
2025-08,Zeekr,Zeekr 009,Long Range,RY1,37
2025-09,Zeekr,Zeekr 009,,RY1,33
2025-10,Zeekr,Zeekr 009,,RY1,35
2025-11,Zeekr,Zeekr 009,Long Range,RY1,49
2025-12,Zeekr,Zeekr 009,Long Range,RY1,41
2023-01,DEEPAL,S05,,RY1,241
2023-05,DEEPAL,S05,,RY1,253
2023-09,DEEPAL,S05,,RY1,97
2024-01,DEEPAL,S05,,RY1,205
2024-05,DEEPAL,S05,,RY1,54
2024-09,DEEPAL,S05,,RY1,248
2025-01,DEEPAL,S05,,RY1,180
2025-05,DEEPAL,S05,,RY1,230
2025-09,DEEPAL,S05,,RY1,63
2023-01,WULING,BINGO EV,,RY1,86
2023-05,WULING,BINGO EV,,RY1,189
2023-09,WULING,BINGO EV,,RY1,129
2024-01,WULING,BINGO EV,,RY1,53
2024-05,WULING,BINGO EV,,RY1,128
2024-09,WULING,BINGO EV,,RY1,186
2025-01,WULING,BINGO EV,,RY1,31
2025-05,WULING,BINGO EV,,RY1,62
2025-09,WULING,BINGO EV,,RY1,55
2023-01,JETOUR,DASHING,,RY1,20
2023-05,JETOUR,DASHING,,RY1,55
2023-09,JETOUR,DASHING,,RY1,237
2024-01,JETOUR,DASHING,,RY1,193
2024-05,JETOUR,DASHING,,RY1,92
2024-09,JETOUR,DASHING,,RY1,114
2025-01,JETOUR,DASHING,,RY1,140
2025-05,JETOUR,DASHING,,RY1,84
2025-09,JETOUR,DASHING,,RY1,173
2023-01,FOTON,TUNLAND G7,,RY1,45
2023-05,FOTON,TUNLAND G7,,RY1,172
2023-09,FOTON,TUNLAND G7,,RY1,247
2024-01,FOTON,TUNLAND G7,,RY1,136
2024-05,FOTON,TUNLAND G7,,RY1,139
2024-09,FOTON,TUNLAND G7,,RY1,61
2025-01,FOTON,TUNLAND G7,,RY1,115
2025-05,FOTON,TUNLAND G7,,RY1,217
2025-09,FOTON,TUNLAND G7,,RY1,27
2023-01,,รถยนต์นั่งอื่น ๆ,,RY1,159
2023-05,,รถยนต์นั่งอื่น ๆ,,RY1,28
2023-09,,รถยนต์นั่งอื่น ๆ,,RY1,211
2024-01,,รถยนต์นั่งอื่น ๆ,,RY1,174
2024-05,,รถยนต์นั่งอื่น ๆ,,RY1,195
2024-09,,รถยนต์นั่งอื่น ๆ,,RY1,30
2025-01,,รถยนต์นั่งอื่น ๆ,,RY1,138
2025-05,,รถยนต์นั่งอื่น ๆ,,RY1,171
2025-09,,รถยนต์นั่งอื่น ๆ,,RY1,93
